23.21351 9.99273
21.24272 9.47655
24.72657 8.19897
16.04195 8.55915
25.25368 8.10722
4.49154 6.25519
21.39203 9.89303
25.00408 8.24219
4.01669 8.09503
19.57078 10.64150
24.75970 6.85863
18.74041 10.06562
20.22747 10.23027
14.63860 4.09263
4.52357 7.28719
20.59397 10.80464
3.13187 7.09641
24.47358 7.16824
15.87827 8.93284
5.41763 6.90983
24.04441 7.03932
14.58424 7.70774
14.34109 8.92204
18.22380 10.14759
15.86832 3.85003
14.80970 4.83483
20.81230 9.68542
5.39992 7.21782
24.29083 6.46146
16.21415 9.92991
25.69002 7.78749
18.03867 9.62419
14.71152 4.17841
26.14702 6.61608
26.09160 7.13199
2.23793 6.30212
24.57573 6.10177
25.94069 7.46378
6.50654 6.41648
24.99791 6.80506
5.36652 7.13705
14.68777 9.71471
20.67837 10.37659
24.37313 10.03357
5.13565 6.79933
15.79017 7.73258
24.73773 5.49483
20.50955 9.35088
6.84385 7.12220
19.83044 10.00993
19.88818 9.34320
14.85506 7.35075
24.46667 7.15170
5.59324 6.65124
14.81637 8.32795
24.57723 7.99816
24.27618 6.44719
25.01050 5.38202
14.51722 8.27856
14.69319 5.39334
15.92205 7.28785
18.76038 9.92094
4.89397 6.88193
2.81032 7.29457
14.90675 8.62921
5.84527 6.79016
15.21462 3.17803
25.25110 7.56039
2.88610 7.67399
18.51254 10.38016
19.57223 9.59036
18.68740 10.07488
21.06348 9.67902
5.12349 7.71094
23.74553 9.99392
6.18305 8.07611
22.23343 10.02355
6.06008 6.69813
15.63122 6.46132
25.60279 7.34914
20.66095 9.84148
20.90410 10.47272
24.59761 7.38412
24.00097 6.60839
25.28063 7.30296
27.74122 7.99887
24.68834 5.95108
23.11730 6.87623
6.92127 6.32452
9.03485 6.58266
15.15499 6.09707
14.96153 8.79535
17.18743 5.73277
19.39715 10.29512
25.42731 6.33286
24.64697 7.48574
3.06731 7.12875
20.47236 8.93758
16.35345 7.47724
6.83460 8.50220
18.80508 9.59212
14.63933 6.61804
5.47809 7.16419
25.09268 5.75816
14.17184 6.90978
19.50213 9.95237
4.29763 6.59363
20.34532 10.19726
14.93058 8.76985
2.39956 7.70993
25.18636 8.20727
3.54782 6.85000
4.77056 7.53811
15.35583 6.63350
20.00187 10.32115
15.51306 8.56979
22.73161 10.15598
21.10477 9.79426
5.52032 7.28584
24.13226 6.76212
17.19043 10.57121
15.73757 5.65741
23.77500 6.15521
17.53124 9.38695
25.14379 6.65443
19.68860 9.47742
2.26926 7.79418
4.84216 6.05288
25.57343 6.54655
20.21860 10.02795
18.20709 9.55239
19.28036 9.90404
15.76377 6.01101
22.83404 10.01956
25.17082 7.04294
5.76764 7.61948
5.90642 6.34574
24.56623 7.39510
14.91419 9.00707
4.13433 6.62352
14.91421 6.42348
15.23756 9.01437
15.91293 6.24262
16.20400 6.19694
25.57612 6.30156
25.39652 7.62091
24.72604 6.02729
15.39409 10.35004
17.82043 10.46682
7.08341 6.87451
24.19017 5.78816
18.67452 9.97611
25.12845 7.27645
15.27500 7.76082
5.77543 7.63861
14.23979 5.92933
16.45760 7.34158
15.80998 6.48119
17.34738 7.57036
6.31488 6.67141
3.79403 7.24317
19.63190 10.28788
24.54789 7.29290
20.31453 9.92123
25.29708 7.81723
4.27437 6.66772
25.01332 6.55345
15.36792 6.17353
18.17891 9.14686
24.44228 5.04796
25.23758 5.81129
25.19767 7.55132
20.68033 9.88391
7.63898 6.20175
4.84995 5.90768
14.50551 6.65319
5.16293 7.38741
7.20163 6.87188
3.01199 6.98901
20.05477 10.02238
25.90520 6.32422
23.37507 9.83699
19.11252 10.05395
13.63127 6.24257
19.30275 9.79505
4.86823 7.52859
13.98175 8.95286
18.42473 9.71237
4.80989 7.74409
4.85942 6.02137
15.06023 4.59582
18.23775 10.83158
24.67860 6.82360
5.50766 6.77009
26.05791 7.41455
14.71027 3.53706
5.08734 6.35916
24.20100 7.85330
24.60727 5.87366
25.58828 6.69432
20.71831 9.78877
18.50657 11.08163
24.71794 6.49311
23.49784 7.40357
21.38452 9.89368
22.80322 10.04780
26.27095 8.43813
24.38303 7.98422
13.91384 8.15383
15.38445 10.24750
19.62551 10.08680
3.51713 7.10661
25.84373 7.30687
4.31409 7.52713
25.11832 6.60127
26.19609 6.94526
5.82238 6.81082
4.97669 6.48651
16.62200 7.30520
6.07330 7.91882
6.19937 6.70829
7.16506 7.04602
2.00113 7.14904
14.89294 7.10673
15.89900 6.60647
3.27146 7.47270
15.00572 7.70903
26.13464 6.85572
14.46677 6.22393
5.90474 6.58225
4.00054 6.38692
25.34521 7.25474
6.16394 8.16608
14.88878 7.15396
15.41949 8.08386
14.90215 4.69602
26.10165 5.92343
14.62953 8.10515
14.43155 6.71798
20.30046 10.11098
15.73573 9.07204
15.41164 4.61623
5.46223 7.03536
23.73437 6.47105
16.32529 4.84321
21.86208 9.62288
19.75056 9.56653
21.72885 10.15132
17.15548 10.19056
23.00327 10.04324
5.68008 6.06852
14.43906 9.56428
6.02794 6.73503
15.61039 6.91569
19.44856 9.92614
24.66085 6.18144
24.50493 7.39829
15.18630 4.82393
15.21906 4.40186
21.55670 10.54632
14.65467 6.10734
18.40743 10.95584
4.27077 6.06233
20.41721 9.88398
14.67460 6.84283
25.77328 6.63818
20.90393 10.10925
15.77082 7.80674
24.49549 5.88388
1.73998 7.73713
14.27500 5.09967
20.81648 9.39608
14.52545 9.64114
18.51582 10.17421
25.56263 6.20419
15.84766 5.97482
6.39350 6.86246
18.58756 10.31947
22.34536 10.20084
13.78808 9.18680
17.69743 10.24323
20.85228 9.76661
4.40193 7.10646
14.53133 8.71983
5.77499 7.88297
25.24393 6.73175
17.15866 10.01884
25.23102 7.00826
24.77143 7.01105
23.11473 8.39841
18.50671 10.30666
14.53379 5.26250
6.46865 7.03830
21.06293 9.18044
3.52143 7.48923
14.12666 7.45691
25.34014 7.31303
15.60850 8.55632
24.65386 7.95522
23.85909 9.75481
18.15571 10.32942
5.80633 7.76390
16.03599 10.02579
25.63185 6.98831
20.20267 9.12424
21.59113 8.87268
4.65268 7.57702
5.50766 6.52827
26.00682 6.98301
24.40307 8.39088
24.25326 6.49513
20.29740 11.02796
22.73452 10.17147
5.29024 7.00130
1.37220 6.83727
16.05565 5.16881
20.54370 10.30714
25.58155 8.24804
14.12089 7.21011
25.49199 7.71457
18.35883 9.54612
24.75771 7.39027
19.54605 9.64768
16.05775 9.70939
19.68386 10.29871
25.84004 7.38082
18.84005 9.78744
15.23984 7.89122
20.37977 9.81673
5.70382 7.60805
17.55661 9.84151
8.22946 7.18840
20.78578 9.85644
18.90171 10.32407
4.06180 6.94248
18.87774 10.48102
24.85212 7.89458
15.54722 5.75670
18.39384 9.67423
14.41013 7.70059
24.37398 8.45987
14.08785 6.06199
2.72847 7.25911
4.84822 6.50128
20.34751 10.59210
19.19682 9.98594
7.12894 7.62998
15.92031 10.10993
24.83185 7.43129
19.44162 9.79602
19.32121 9.55776
25.39599 7.61999
25.94384 8.22063
17.04677 9.45459
18.70007 10.63164
5.23659 7.55872
5.77543 6.74806
25.79312 6.99758
2.72856 7.43695
25.49814 6.62721
20.14153 10.43093
24.29989 7.49997
6.49666 6.61784
21.17202 9.74087
5.48936 7.14036
6.30335 7.62391
14.40507 6.22782
3.97521 8.10724
13.22471 5.85459
5.45859 6.65580
20.85817 10.76002
4.95740 7.27184
15.75010 7.33852
13.46109 5.03092
25.20911 6.73323
22.30926 9.95522
15.89134 9.76366
14.01838 3.62758
16.15606 4.48531
21.13968 9.16357
21.49133 9.60399
21.36928 10.23386
26.50690 7.77193
25.67390 6.22481
24.94828 7.14470
5.99039 5.95542
6.30788 7.05818
24.29322 6.35222
18.13603 9.55329
24.39655 6.39722
18.11162 9.58498
20.62833 8.80997
